Id,Year,Post,SDG_0,SDG_1,SDG_2,SDG_3,SDG_4,SDG_5,SDG_6,SDG_7,SDG_8,SDG_9,SDG_10,SDG_11,SDG_12,SDG_13,SDG_14,SDG_15,SDG_16
NRU_73_2018,2018,President,0.002772316336631775,0.18285122513771057,0.033663660287857056,0.015311766415834427,0.4039713740348816,0.0630384162068367,0.008314048871397972,0.012792461551725864,0.14077962934970856,0.0051548779010772705,0.09647492319345474,0.007799447514116764,0.004432033747434616,0.008860382251441479,0.0031773336231708527,0.006136614363640547,0.004469528328627348
SWZ_73_2018,2018,Head of State,0.003929172642529011,0.02963547594845295,0.00975821167230606,0.004414261318743229,0.010913191363215446,0.02982460707426071,0.004053891636431217,0.005153294187039137,0.003958459943532944,0.002824970753863454,0.02521401271224022,0.004127991385757923,0.006267250515520573,0.0039120027795434,0.0041036889888346195,0.0033985315822064877,0.8485110998153687
ALB_73_2018,2018,President,0.0018548156367614865,0.00217001442797482,0.002442139433696866,0.001181342056952417,0.005220817402005196,0.0066780936904251575,0.0017666328931227326,0.0022292518988251686,0.0009423205628991127,0.0023043279070407152,0.0025516317691653967,0.002210161881521344,0.002567160176113248,0.001363261602818966,0.002300703665241599,0.00258543505333364,0.9596319198608398
IDN_73_2018,2018,Vice-President,0.0013065682724118233,0.0017534862272441387,0.001277573057450354,0.0006329679163172841,0.001889936625957489,0.003982633352279663,0.000671275076456368,0.0009186107781715691,0.0006134631694294512,0.0008787316037341952,0.0016191320028156042,0.0012590003898367286,0.0014976757811382413,0.0007336274720728397,0.000984873971901834,0.0012140381149947643,0.9787663221359253
BOL_73_2018,2018,Constitutional President,0.0006964363856241107,0.0005503148422576487,0.0004970769514329731,0.00032835721503943205,0.0006170737906359136,0.0011100508272647858,0.0002965023450087756,0.00034289644099771976,0.0002850893943104893,0.00041939731454476714,0.0006024761823937297,0.0006136820302344859,0.0007885504746809602,0.0002778642810881138,0.0006488406797870994,0.0007397424778901041,0.99118572473526
SRB_73_2018,2018,Prime Minister,0.004902586806565523,0.029682861641049385,0.033642031252384186,0.018623674288392067,0.1083129420876503,0.3566281199455261,0.011946075595915318,0.040486857295036316,0.01955607533454895,0.008818077854812145,0.028094638139009476,0.01013594027608633,0.015462775714695454,0.043975915759801865,0.018061906099319458,0.04160691052675247,0.21006259322166443
GNQ_73_2018,2018,President,0.0013314697425812483,0.003113079583272338,0.00291926646605134,0.001814459334127605,0.0030748576391488314,0.0186464823782444,0.0009721789392642677,0.0016164783155545592,0.001423262758180499,0.0011209032963961363,0.003199485596269369,0.0015595925506204367,0.0026379262562841177,0.0014241928001865745,0.0017271761316806078,0.0024279511999338865,0.9509912133216858
SYR_73_2018,2018,Deputy Prime Minister and Minister for Foreign Affairs and Expatriates,0.0006875671097077429,0.0007071038126014173,0.0005012641195207834,0.000376684038201347,0.0008295917068608105,0.0011421630624681711,0.00035479333018884063,0.00039704685332253575,0.00032472950988449156,0.0004901628126390278,0.0007173248450271785,0.0006224751123227179,0.0007750585209578276,0.00030832653283141553,0.0005266254884190857,0.000736741058062762,0.9905023574829102
RUS_73_2018,2018,Minister for Foreign Affairs,0.0006364292348735034,0.000502065580803901,0.0004254017840139568,0.0002804099640343338,0.0004266407631803304,0.0007001637131907046,0.0002538102853577584,0.0002730119158513844,0.00026409869315102696,0.0003458577848505229,0.0006004730239510536,0.0005008472944609821,0.0005399008514359593,0.0002464747813064605,0.0003698410582728684,0.0006381492130458355,0.9929965138435364
DJI_73_2018,2018,Minister for Foreign Affairs and International Cooperation,0.0013010059483349323,0.06478501111268997,0.02147357165813446,0.006116553675383329,0.011773842386901379,0.8208931088447571,0.002676281612366438,0.006679406855255365,0.01378722582012415,0.002075136872008443,0.021076247096061707,0.002448569517582655,0.003669557860121131,0.004495002795010805,0.003747384762391448,0.005228493828326464,0.007773600984364748
GIN_73_2018,2018,Minister for Foreign Affairs and for Guineans Abroad,0.0006973229465074837,0.000697367184329778,0.0005853741895407438,0.00037050474202260375,0.0006081787869334221,0.0010741004953160882,0.00033276379690505564,0.0003596113238018006,0.00033455080119892955,0.00043188294512219727,0.0006698898505419493,0.0006212898879311979,0.0007760518928989768,0.00036394124617800117,0.0005479124374687672,0.0007207703893072903,0.9908085465431213
